20240501,0,28,1
20240621,0,28,1
20221031,0,28,1
20221029,0,28,3
20220909,0,28,1
20220907,0,28,1
20220905,0,28,3
20220904,0,28,1
20220903,0,28,7
20220902,0,28,12
20240819,0,28,6
20240822,0,28,2
20230608,0,28,1
20220328,0,28,1
20240516,0,28,1
20210413,0,28,1
20240820,0,28,2
20230504,0,28,1
20230706,0,28,1
20210423,0,28,1
20210416,0,28,1
20220512,0,28,1
20240622,0,28,1
20230417,0,28,1
20210707,0,28,1
20240920,2,28,1
20220904,2,28,1
20220903,2,28,3
20220902,2,28,3
20230707,2,28,1
20230616,2,28,1
20221030,2,28,1
20240819,2,28,2
20230521,2,28,1
20220222,2,28,2
202101206,2,28,1
20220819,2,28,1
20230706,2,28,2
20220717,2,28,1
20220903,11,28,1
20240821,11,28,1
20240822,11,28,1
20231016,4,28,1
20230614,4,28,2
20240821,4,28,1
20240822,4,28,1
20220621,4,28,1
20210910,4,28,1
20240228,4,28,1
20220112,7,28,1
202301108,7,28,1
20211123,7,28,1
20210802,7,28,1
20220218,3,28,2
20240819,3,28,1
20210707,3,28,1
20240822,10,28,5
20240820,10,28,1
20240821,8,28,1
20240609,6,28,1
20240110,12,0,10
20220306,12,0,4
20240801,12,0,5
20210917,12,0,11
20210916,12,0,10
20210915,12,0,9
20210914,12,0,6
20210913,12,0,5
20210811,12,0,73
20210810,12,0,79
20210809,12,0,29
20210807,12,0,12
20210802,12,0,15
20210731,12,0,52
20220629,12,0,16
20220628,12,0,11
20220626,12,0,7
20220624,12,0,19
20220622,12,0,24
20220614,12,0,20
20220613,12,0,23
20220620,12,0,30
20240925,12,0,48
20220425,12,0,3
20220423,12,0,1
20220422,12,0,6
20220421,12,0,1
20220418,12,0,3
20220408,12,0,11
20220404,12,0,3
20220330,12,0,2
20220325,12,0,4
20220316,12,0,3
20220312,12,0,8
20220311,12,0,14
20220310,12,0,14
20220307,12,0,3
20220809,12,0,1
20240305,12,0,5
20240225,12,0,9
20240224,12,0,5
20240221,12,0,2
20240214,12,0,3
20240207,12,0,4
20240203,12,0,2
20240202,12,0,2
20240130,12,0,3
20240127,12,0,6
20240126,12,0,2
20240118,12,0,4
20240117,12,0,5
20240116,12,0,2
20240115,12,0,2
20240112,12,0,1
20240109,12,0,9
20231231,12,0,1
20210409,12,0,6
20240427,12,0,4
20231113,12,0,4
20210326,12,0,40
20210803,12,0,13
20240912,12,0,7
20231024,12,0,7
20220713,12,0,8
20220718,12,0,4
20220618,12,0,14
20240704,12,0,6
20240703,12,0,4
20240604,12,0,5
20240603,12,0,6
20210223,12,0,2
20210222,12,0,3
20210221,12,0,5
20210220,12,0,2
20210219,12,0,8
20210218,12,0,9
20210217,12,0,21
20210216,12,0,16
20210215,12,0,3
20210214,12,0,2
20210213,12,0,7
20210212,12,0,2
20210211,12,0,4
20210210,12,0,7
20210209,12,0,6
20210207,12,0,4
20210204,12,0,7
20210203,12,0,2
20210202,12,0,5
20210201,12,0,10
20210130,12,0,4
20210129,12,0,5
20210128,12,0,2
20210126,12,0,1
20210125,12,0,6
20210124,12,0,4
20210123,12,0,1
20210122,12,0,2
20210121,12,0,3
20210119,12,0,4
20210118,12,0,5
20210116,12,0,2
20210114,12,0,5
20210112,12,0,1
20210111,12,0,4
20210110,12,0,1
20210109,12,0,5
20210108,12,0,3
20210106,12,0,3
20210105,12,0,3
20210102,12,0,2
20211210,12,0,7
202101206,12,0,9
202101105,12,0,1
202101102,12,0,2
20211030,12,0,3
20211018,12,0,6
20211016,12,0,1
20211015,12,0,6
20211014,12,0,5
20211013,12,0,3
20211010,12,0,3
202101006,12,0,5
20231226,12,0,1
20231224,12,0,1
20231222,12,0,5
20231219,12,0,3
20231218,12,0,2
20231214,12,0,5
20231212,12,0,1
202301209,12,0,1
202301208,12,0,2
202301206,12,0,3
202301205,12,0,4
202301204,12,0,5
202301203,12,0,4
202301202,12,0,6
202301201,12,0,16
20231129,12,0,2
20231128,12,0,1
20231126,12,0,2
20231125,12,0,3
20231123,12,0,4
20231121,12,0,1
20231120,12,0,1
20231119,12,0,2
20231116,12,0,2
20231115,12,0,4
20231114,12,0,2
20231111,12,0,2
20231110,12,0,1
202301107,12,0,2
202301103,12,0,1
20231030,12,0,1
20231029,12,0,3
20231028,12,0,2
20231026,12,0,1
20231025,12,0,5
20231022,12,0,2
20231020,12,0,2
20231016,12,0,4
20230517,12,0,6
20230516,12,0,8
20230515,12,0,19
20230513,12,0,3
20230511,12,0,8
20230505,12,0,6
20230503,12,0,11
20230501,12,0,2
20230426,12,0,5
20230425,12,0,5
20230424,12,0,4
20230420,12,0,2
20230417,12,0,5
20230416,12,0,2
20230414,12,0,2
20230412,12,0,4
20230409,12,0,1
20230407,12,0,4
20230404,12,0,2
20230403,12,0,3
20230402,12,0,3
20230330,12,0,2
