28,0,20240501,1
28,0,20240621,1
28,0,20221031,1
28,0,20221029,3
28,0,20220909,1
28,0,20220907,1
28,0,20220905,3
28,0,20220904,1
28,0,20220903,7
28,0,20220902,12
28,0,20240819,6
28,0,20240822,2
28,0,20230608,1
28,0,20220328,1
28,0,20240516,1
28,0,20210413,1
28,0,20240820,2
28,0,20230504,1
28,0,20230706,1
28,0,20210423,1
28,0,20210416,1
28,0,20220512,1
28,0,20240622,1
28,0,20230417,1
28,0,20210707,1
28,2,20240920,1
28,2,20220904,1
28,2,20220903,3
28,2,20220902,3
28,2,20230707,1
28,2,20230616,1
28,2,20221030,1
28,2,20240819,2
28,2,20230521,1
28,2,20220222,2
28,2,202101206,1
28,2,20220819,1
28,2,20230706,2
28,2,20220717,1
28,11,20220903,1
28,11,20240821,1
28,11,20240822,1
28,4,20231016,1
28,4,20230614,2
28,4,20240821,1
28,4,20240822,1
28,4,20220621,1
28,4,20210910,1
28,4,20240228,1
28,7,20220112,1
28,7,202301108,1
28,7,20211123,1
28,7,20210802,1
28,3,20220218,2
28,3,20240819,1
28,3,20210707,1
28,10,20240822,5
28,10,20240820,1
28,8,20240821,1
28,6,20240609,1
0,12,20240110,10
0,12,20220306,4
0,12,20240801,5
0,12,20210917,11
0,12,20210916,10
0,12,20210915,9
0,12,20210914,6
0,12,20210913,5
0,12,20210811,73
0,12,20210810,79
0,12,20210809,29
0,12,20210807,12
0,12,20210802,15
0,12,20210731,52
0,12,20220629,16
0,12,20220628,11
0,12,20220626,7
0,12,20220624,19
0,12,20220622,24
0,12,20220614,20
0,12,20220613,23
0,12,20220620,30
0,12,20240925,48
0,12,20220425,3
0,12,20220423,1
0,12,20220422,6
0,12,20220421,1
0,12,20220418,3
0,12,20220408,11
0,12,20220404,3
0,12,20220330,2
0,12,20220325,4
0,12,20220316,3
0,12,20220312,8
0,12,20220311,14
0,12,20220310,14
0,12,20220307,3
0,12,20220809,1
0,12,20240305,5
0,12,20240225,9
0,12,20240224,5
0,12,20240221,2
0,12,20240214,3
0,12,20240207,4
0,12,20240203,2
0,12,20240202,2
0,12,20240130,3
0,12,20240127,6
0,12,20240126,2
0,12,20240118,4
0,12,20240117,5
0,12,20240116,2
0,12,20240115,2
0,12,20240112,1
0,12,20240109,9
0,12,20231231,1
0,12,20210409,6
0,12,20240427,4
0,12,20231113,4
0,12,20210326,40
0,12,20210803,13
0,12,20240912,7
0,12,20231024,7
0,12,20220713,8
0,12,20220718,4
0,12,20220618,14
0,12,20240704,6
0,12,20240703,4
0,12,20240604,5
0,12,20240603,6
0,12,20210223,2
0,12,20210222,3
0,12,20210221,5
0,12,20210220,2
0,12,20210219,8
0,12,20210218,9
0,12,20210217,21
0,12,20210216,16
0,12,20210215,3
0,12,20210214,2
0,12,20210213,7
0,12,20210212,2
0,12,20210211,4
0,12,20210210,7
0,12,20210209,6
0,12,20210207,4
0,12,20210204,7
0,12,20210203,2
0,12,20210202,5
0,12,20210201,10
0,12,20210130,4
0,12,20210129,5
0,12,20210128,2
0,12,20210126,1
0,12,20210125,6
0,12,20210124,4
0,12,20210123,1
0,12,20210122,2
0,12,20210121,3
0,12,20210119,4
0,12,20210118,5
0,12,20210116,2
0,12,20210114,5
0,12,20210112,1
0,12,20210111,4
0,12,20210110,1
0,12,20210109,5
0,12,20210108,3
0,12,20210106,3
0,12,20210105,3
0,12,20210102,2
0,12,20211210,7
0,12,202101206,9
0,12,202101105,1
0,12,202101102,2
0,12,20211030,3
0,12,20211018,6
0,12,20211016,1
0,12,20211015,6
0,12,20211014,5
0,12,20211013,3
0,12,20211010,3
0,12,202101006,5
0,12,20231226,1
0,12,20231224,1
0,12,20231222,5
0,12,20231219,3
0,12,20231218,2
0,12,20231214,5
0,12,20231212,1
0,12,202301209,1
0,12,202301208,2
0,12,202301206,3
0,12,202301205,4
0,12,202301204,5
0,12,202301203,4
0,12,202301202,6
0,12,202301201,16
0,12,20231129,2
0,12,20231128,1
0,12,20231126,2
0,12,20231125,3
0,12,20231123,4
0,12,20231121,1
0,12,20231120,1
0,12,20231119,2
0,12,20231116,2
0,12,20231115,4
0,12,20231114,2
0,12,20231111,2
0,12,20231110,1
0,12,202301107,2
0,12,202301103,1
0,12,20231030,1
0,12,20231029,3
0,12,20231028,2
0,12,20231026,1
0,12,20231025,5
0,12,20231022,2
0,12,20231020,2
0,12,20231016,4
0,12,20230517,6
0,12,20230516,8
0,12,20230515,19
0,12,20230513,3
0,12,20230511,8
0,12,20230505,6
0,12,20230503,11
0,12,20230501,2
0,12,20230426,5
0,12,20230425,5
0,12,20230424,4
0,12,20230420,2
0,12,20230417,5
0,12,20230416,2
0,12,20230414,2
0,12,20230412,4
0,12,20230409,1
0,12,20230407,4
0,12,20230404,2
0,12,20230403,3
0,12,20230402,3
0,12,20230330,2
0,12,20230327,1
0,12,20230326,2
0,12,20230323,3
0,12,20230320,5
0,12,20230319,2
0,12,20230317,2
0,12,20230314,3
0,12,20230312,5
0,12,202301005,5
0,12,20230914,3
0,12,20230831,14
0,12,20230813,5
0,12,20211211,2
0,12,202201208,1
0,12,20221119,2
